PublicationDate,PropertyNumber,County,LocalAuthority,Category,Uses,Address1,Address2,Address3,Address4,Address5,CarPark,ValuationReport__Level,ValuationReport__FloorUse,ValuationReport__Area,ValuationReport__NavPerM2,ValuationReport__Nav
17/09/2019,5018555,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: 1C/BLKA U 1E&1F FLR 1 BLESSINGTON BUS PK,BLESSINGTON DEMESNE,BLESSINGTON,BALTINGLASS 1 CO. WICKLOW,,0,1,OFFICE(S),101.97,60,6118.2
17/09/2019,5018564,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",3 (FL 2pt 3pt) MARKET SQUARE,WICKLOW,CO. WICKLOW,,,0,2,OFFICE(S),28.32,49,1387.68
,,,,,,,,,,,,3,OFFICE(S),24.7,34,839.8
17/09/2019,5019334,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",2AB/UNIT 52 EGAN BUSINESS CTR.  DARGLE ROAD,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),52.34,90,4710.6
,,,,,,,,,,,,1,ALLOWANCE,-1,942,-942
17/09/2019,624347,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -",LOCAL NO/MAP REF: 1/A,HIGH PARK UPPER,RATHDANGAN,BALTINGLASS 1 CO. WICKLOW,,0,0,OFFICE(S),451.8,50,22590
17/09/2019,627253,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",LOCAL NO/MAP REF: 11/5,BLESSINGTON,BALTINGLASS 1 CO. WICKLOW,,,0,1,OFFICE(S),36,60,2160
17/09/2019,2191535,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: UNIT E11A (F/F),BALLYCRONE,KILCOOLE,RATHDRUM CO. WICKLOW,,0,1,OFFICE(S),83.13,66,5486.58
17/09/2019,2191574,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: UNIT A8,BALLYCRONE,KILCOOLE,RATHDRUM CO. WICKLOW,,0,0,OFFICE(S),272.6,60,16356
17/09/2019,2189041,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (GEORGIAN / VICTORIAN), -",12B ( FL 1) PRINCE OF WALES TERRACE,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),67.52,84,5671.68
17/09/2019,630562,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",1/13 CHURCH ROAD,GREYSTONES/DELGANY,CO. WICKLOW,,,0,0,OFFICE(S),70.06,120,8407.2
,,,,,,,,,,,,0,OFFICE(S),2.74,120,328.8
,,,,,,,,,,,,0,STORE,24.94,47,1172.18
,,,,,,,,,,,,1,OFFICE(S),76.66,84,6439.44
,,,,,,,,,,,,1,OFFICE(S),1.86,84,156.24
17/09/2019,2200409,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",UNIT 10 PARKLANDS OFFICE PARK,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),65.93,90,5933.7
,,,,,,,,,,,,1,OFFICE(S),36.59,63,2305.17
17/09/2019,2200416,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",UNIT 16 GROUND FLOOR PARKLANDS OFFICE PARK,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),54.52,90,4906.8
17/09/2019,2202949,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -","LOCAL NO/MAP REF: UNIT 1, THE ENTERPRISE UNITS",BLESSINGTON DEMESNE,BLESSINGTON,BALTINGLASS 1 CO. WICKLOW,,0,0,OFFICE(S),82.77,80,6621.6
,,,,,,,,,,,,1,OFFICE(S),84.15,56,4712.4
14/10/2021,2202956,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -","LOCAL NO/MAP REF: UNIT 6, THE ENTERPRISE UNITS",BLESSINGTON DEMESNE,BLESSINGTON,BALTINGLASS 1 CO. WICKLOW,,0,0,OFFICE(S),82.77,80,6621.6
,,,,,,,,,,,,1,OFFICE(S),84.15,56,4712.4
17/09/2019,5018565,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",3 (FL 1pt) MARKET SQUARE,WICKLOW,CO. WICKLOW,,,0,1,OFFICE(S),52.08,70,3645.6
17/09/2019,622356,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -",28A MAIN STREET,BALTINGLASS,CO. WICKLOW,,,0,0,OFFICE(S),156.34,60,9380.4
,,,,,,,,,,,,1,OFFICE(S),84.54,42,3550.68
17/09/2019,2191500,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",59A/1 CHURCH ROAD,GREYSTONES/DELGANY,CO. WICKLOW,,,0,0,OFFICE(S),2.8,120,336
,,,,,,,,,,,,1,OFFICE(S),20.46,90,1841.4
,,,,,,,,,,,,2,OFFICE(S),51.27,63,3230.01
,,,,,,,,,,,,3,OFFICE(S),26.08,44,1147.52
,,,,,,,,,,,,4,STORE,1.1,30,33
,,,,,,,,,,,,1,OFFICE(S),1,460.35,460.35
,,,,,,,,,,,,3,OFFICE(S),1,286.88,286.88
,,,,,,,,,,,,4,OFFICE(S),1,16.5,16.5
17/09/2019,2186354,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",LOCAL NO/MAP REF: 7C/5,KINDLESTOWN LR GT,GREYSTONES,RATHDOWN 2 CO. WICKLOW,,0,1,OFFICE(S),27.66,84,2323.44
17/09/2019,2200415,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",UNIT 15 FIRST FLOOR PARKLANDS OFFICE PARK,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),6.11,90,549.9
,,,,,,,,,,,,1,OFFICE(S),31.02,63,1954.26
17/09/2019,2200417,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",UNIT 16 PARKLANDS OFFICE PARK,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),27.1,63,1707.3
17/09/2019,2202955,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -","LOCAL NO/MAP REF: UNIT 3, THE ENTERPRISE UNITS",BLESSINGTON DEMESNE,BLESSINGTON,BALTINGLASS 1 CO. WICKLOW,,0,0,OFFICE(S),82.78,80,6622.4
,,,,,,,,,,,,1,OFFICE(S),84.15,56,4712.4
17/09/2019,629443,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",12 TRAFALGAR ROAD,GREYSTONES/DELGANY,CO. WICKLOW,,,0,0,SURGERY,82.34,120,9880.8
,,,,,,,,,,,,1,SURGERY,92.56,84,7775.04
17/09/2019,5017701,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",1st floor,40 MAIN STREET,BRAY,CO. WICKLOW,,0,1,OFFICE(S),36.22,90,3259.8
17/09/2019,5017810,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",74**76 MAIN STREET,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),37.2,90,3348
17/09/2019,5017914,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",66 QUINSBOROUGH ROAD,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),69.2,90,6228
17/09/2019,629947,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",LOCAL NO/MAP REF: 7,KILLINCARRIG,GREYSTONES,RATHDOWN 2 CO. WICKLOW,,0,1,OFFICE(S),20.19,90,1817.1
,,,,,,,,,,,,1,OFFICE(S),1,454.275,454.275
17/09/2019,5017733,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",8 MAIN STREET,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),39.14,90,3522.6
17/09/2019,651448,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",6 ST MARY'S TERRACE,ARKLOW,CO. WICKLOW,,,0,0,OFFICE(S),83.8,90,7542
,,,,,,,,,,,,1,OFFICE(S),74.14,63,4670.82
17/09/2019,627252,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",LOCAL NO/MAP REF: 11/7 & 8,BLESSINGTON,BALTINGLASS 1 CO. WICKLOW,,,0,2,OFFICE(S),26,42,1092
,,,,,,,,,,,,2,STORE,26,42,1092
17/09/2019,629941,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",LOCAL NO/MAP REF: 3C,KILLINCARRIG,GREYSTONES,RATHDOWN 2 CO. WICKLOW,,0,1,OFFICE(S),39.06,90,3515.4
,,,,,,,,,,,,1,STORE,9.46,90,851.4
14/10/2021,629943,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",LOCAL NO/MAP REF: 3B,KILLINCARRIG,GREYSTONES,RATHDOWN 2 CO. WICKLOW,,0,1,OFFICE(S),23.4,90,2106
,,,,,,,,,,,,1,OFFICE(S),1,526.5,526.5
17/09/2019,1543192,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",8BC(1 & PT. 2) MAIN STREET,ARKLOW,CO. WICKLOW,,,0,1,OFFICE(S),98.58,70,6900.6
,,,,,,,,,,,,2,STORE,13.94,49,683.06
,,,,,,,,,,,,2,OFFICE(S),1,170.76,170.76
17/09/2019,2144640,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",LOCAL NO/MAP REF: 5CE,BALLINAHINCH,KILLISKEY,RATHDRUM CO. WICKLOW,,0,0,OFFICE(S),9.99,80,799.2
,,,,,,,,,,,,1,OFFICE(S),101.03,60,6061.8
,,,,,,,,,,,,1,ALLOWANCE,-1,1212,-1212
17/09/2019,2186271,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",15 (GFL-RIGHT/FRONT) CHURCH STREET,WICKLOW,CO. WICKLOW,,,0,0,OFFICE(S),17.39,90,1565.1
17/09/2019,2187477,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",LOCAL NO/MAP REF: 3B (PT 1ST),KILCOOLE,RATHDRUM CO. WICKLOW,,,0,1,OFFICE(S),108.17,60,6490.2
,,,,,,,,,,,,1,ALLOWANCE,-1,1298.04,-1298.04
17/09/2019,622387,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",LOCAL NO/MAP REF: 20,BALTINGLASS EAST,BALTINGLASS,BALTINGLASS 1 CO. WICKLOW,,0,0,OFFICE(S),45.06,60,2703.6
,,,,,,,,,,,,1,OFFICE(S),37.96,42,1594.32
17/09/2019,2109856,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",UNIT 22 CASTLE ST SHOPPING CENTRE,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),108.34,90,9750.6
,,,,,,,,,,,,1,ALLOWANCE,-1,1950,-1950
17/09/2019,2109956,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",UNIT 51 SOUTHERN CROSS BUS PK,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),88.59,72,6378.48
17/09/2019,2187385,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",BLOCK B/UNIT 9B BULLFORD BUSINESS PARK,KILCOOLE,CO. WICKLOW,,,0,1,OFFICE(S),124.54,66,8219.64
17/09/2019,2187386,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",BLOCK B/UNIT 10 BULLFORD BUSINESS PARK,KILCOOLE,CO. WICKLOW,,,0,0,OFFICE(S),118.61,70,8302.7
,,,,,,,,,,,,1,OFFICE(S),124.54,70,8717.8
17/09/2019,630135,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",2/C CHURCH ROAD,GREYSTONES/DELGANY,CO. WICKLOW,,,0,1,OFFICE(S),20.51,90,1845.9
,,,,,,,,,,,,1,OFFICE(S),1,461.475,461.475
17/09/2019,655403,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (GEORGIAN / VICTORIAN), CRECHE (HOUSE)",1 ELLERSLIE VILLAS,BRAY,CO. WICKLOW,,,0,0,CRECHE,106.3,120,12756
,,,,,,,,,,,,0,OFFICE(S),4.35,120,522
,,,,,,,,,,,,1,CRECHE,34.13,84,2866.92
17/09/2019,2181115,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: 5A/UNIT C15 FLR 1,KILBRIDE,RATHDRUM CO. WICKLOW,,,0,0,OFFICE(S),37.84,66,2497.44
17/09/2019,2181116,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: 5A/UNIT C16 FLR 1,KILBRIDE,RATHDRUM CO. WICKLOW,,,0,0,OFFICE(S),27.66,66,1825.56
17/09/2019,2181184,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",LOCAL NO/MAP REF: 2A/C/1,GLENDARRAGH,ALTIDORE,RATHDRUM CO. WICKLOW,,0,0,OFFICE(S),78.75,50,3937.5
,,,,,,,,,,,,0,STORE,15,50,750
,,,,,,,,,,,,1,OFFICE(S),113.47,35,3971.45
,,,,,,,,,,,,0,PORTACABIN,33.53,12,402.36
17/09/2019,2181252,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: 13E//2,CARNEW,SHILLELAGH CO. WICKLOW,,,0,1,OFFICE(S),123.84,32.4,4012.416
,,,,,,,,,,,,0,OFFICE(S),123.84,32.4,4012.416
17/09/2019,2181667,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",LOCAL NO/MAP REF: 1A/ UNIT 3A(2),K/RUDDERY DEM E,KILMACANOGUE,RATHDOWN 2 CO. WICKLOW,,0,1,OFFICE(S),49.87,63,3141.81
17/09/2019,2181668,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -",LOCAL NO/MAP REF: 1A/ UNIT 2A,K/RUDDERY DEM E,KILMACANOGUE,RATHDOWN 2 CO. WICKLOW,,0,0,OFFICE(S),48.89,90,4400.1
,,,,,,,,,,,,1,OFFICE(S),50.63,63,3189.69
17/09/2019,2191577,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: UNIT A11,BALLYCRONE,KILCOOLE,RATHDRUM CO. WICKLOW,,0,1,OFFICE(S),171,66,11286
17/09/2019,2189692,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",19F TRAFALGAR ROAD,GREYSTONES/DELGANY,CO. WICKLOW,,,0,0,OFFICE(S),22.62,120,2714.4
,,,,,,,,,,,,1,OFFICE(S),18.58,84,1560.72
17/09/2019,2164420,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -",LOCAL NO/MAP REF: 7A/A/B UNIT B,GLENCORMICK S,KILMACANOGUE,RATHDOWN 2 CO. WICKLOW,,0,0,OFFICE(S),480.6,80,38448
17/09/2019,2200405,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",UNIT 7 PARKLANDS OFFICE PARK,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),60.74,90,5466.6
,,,,,,,,,,,,1,OFFICE(S),42.01,63,2646.63
17/09/2019,2202959,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -","UNIT 4, THE ENTERPRISE UNITS",BLESSINGTON DEMESNE,BLESSINGTON,BALTINGLASS 1 CO. WICKLOW,,0,0,OFFICE(S),85.68,80,6854.4
,,,,,,,,,,,,1,OFFICE(S),80.91,56,4530.96
17/09/2019,2209930,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",UNIT 55 & 57 SOUTHERN CROSS BUS PK,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),141.24,72,10169.28
17/09/2019,656956,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (GEORGIAN / VICTORIAN), -",83 STRAND ROAD,BRAY,CO. WICKLOW,,,0,-1,OFFICE(S),248.29,84,20856.36
,,,,,,,,,,,,0,OFFICE(S),127.15,120,15258
,,,,,,,,,,,,1,OFFICE(S),107.85,84,9059.4
17/09/2019,655369,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (GEORGIAN / VICTORIAN), -",47B DUNCAIRN TERRACE,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),48.1,84,4040.4
,,,,,,,,,,,,0,OFFICE(S),80.5,120,9660
17/09/2019,911665,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",14E/3 DARGLE ROAD,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),93.45,62.4,5831.28
,,,,,,,,,,,,1,OFFICE(S),93.45,62.4,5831.28
17/09/2019,5017734,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",8 MAIN STREET,BRAY,CO. WICKLOW,,,0,2,OFFICE(S),37.22,63,2344.86
17/09/2019,5017915,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",66 QUINSBOROUGH ROAD,BRAY,CO. WICKLOW,,,0,2,OFFICE(S),59.6,63,3754.8
17/09/2019,5019304,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",OFFICES  (OLD VEHA FACTORY),1D CORPORATION MURRAGH,WICKLOW,CO. WICKLOW,,0,0,OFFICE(S),456.1,50.4,22987.44
,,,,,,,,,,,,1,OFFICE(S),456.1,50.4,22987.44
,,,,,,,,,,,,0,OFFICE(S),-1,22987.44,-22987.44
17/09/2019,629942,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",LOCAL NO/MAP REF: 3A,KILLINCARRIG,GREYSTONES,RATHDOWN 2 CO. WICKLOW,,0,1,OFFICE(S),27.72,90,2494.8
,,,,,,,,,,,,1,OFFICE(S),1,623.7,623.7
17/09/2019,629976,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",LOCAL NO/MAP REF: 5,KILLINCARRIG,GREYSTONES,RATHDOWN 2 CO. WICKLOW,,0,1,OFFICE(S),34.77,90,3129.3
17/09/2019,1041017,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",4A/4 (1ST FLR) CHURCH ROAD,GREYSTONES/DELGANY,CO. WICKLOW,,,0,1,OFFICE(S),166.41,90,14976.9
,,,,,,,,,,,,1,ALLOWANCE,-1,2995.38,-2995.38
17/09/2019,2111700,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -",4 (REAR - BRADSHAW LANE) MAIN STREET,ARKLOW,CO. WICKLOW,,,0,0,OFFICE(S),54.87,90,4938.3
,,,,,,,,,,,,1,OFFICE(S),49.69,63,3130.47
17/09/2019,2111817,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",23 (PT 1) POUND LANE,TINAHELY,CO. WICKLOW,,,0,1,OFFICE(S),18.56,42,779.52
,,,,,,,,,,,,1,OFFICE(S),1,420.48,420.48
17/09/2019,2144607,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",1/11 UNIT 5 KILCOOLE IND EST,KILCOOLE,CO. WICKLOW,,,0,0,OFFICE(S),100.4,66,6626.4
,,,,,,,,,,,,MEZZ,OFFICE(S),68.78,26.4,1815.792
17/09/2019,1035372,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",33 (1ST FLR LEFT) MAIN STREET,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),47.64,90,4287.6
17/09/2019,1543225,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -",7C/1 TICKNOCK,ARKLOW,CO. WICKLOW,,,0,0,OFFICE(S),48.73,90,4385.7
17/09/2019,2111731,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",7A8A UNIT 1 TICKNOCK,ARKLOW,CO. WICKLOW,,,0,0,OFFICE(S),66.34,90,5970.6
17/09/2019,2186353,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",32/UNIT 1 TRAFALGAR ROAD,GREYSTONES/DELGANY,CO. WICKLOW,,,0,0,OFFICE(S),29.89,120,3586.8
17/09/2019,2184888,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",55 (1) MAIN STREET,ARKLOW,CO. WICKLOW,,,0,1,OFFICE(S),94.35,70,6604.5
17/09/2019,2194891,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",LOCAL NO/MAP REF: 67/21,CARNEW,SHILLELAGH CO. WICKLOW,,,0,0,OFFICE(S),32.4,60,1944
,,,,,,,,,,,,1,OFFICE(S),13.31,42,559.02
17/09/2019,2195877,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -",LOCAL NO/MAP REF: SUITE 5 FLR 1 BLOCK 6,MERRYMEETING,WICKLOW RURAL,RATHDRUM CO. WICKLOW,,0,1,OFFICE(S),70.6,80,5648
17/09/2019,2212307,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -",2HJKL/13B CHURCH ROAD,GREYSTONES/DELGANY,CO. WICKLOW,,,0,1,OFFICE(S),135.32,120,16238.4
,,,,,,,,,,,,1,ALLOWANCE,-1,3247.68,-3247.68
02/11/2022,5025322,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (GEORGIAN / VICTORIAN), -",Bray Counselling & Therapy Centre,9 Montrose House,Brennans Terrace,Strand Road,Co. Wicklow,0,-1,OFFICE(S),95.52,84,8023.68
09/11/2022,5025408,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), ",2nd floor The Burnaby Buildings,Church Rd,Greystones,Co. Wicklow,,0,2,OFFICE(S),41.86,63,2637.18
17/09/2019,1034748,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",29 (1ST & 2ND FLRS) MAIN STREET,ARKLOW,CO. WICKLOW,,,0,1,OFFICE(S),109.48,70,7663.6
,,,,,,,,,,,,2,OFFICE(S),48,49,2352
,,,,,,,,,,,,1,ALLOWANCE,-1,1532.72,-1532.72
17/09/2019,630229,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",63F CHURCH ROAD,GREYSTONES/DELGANY,CO. WICKLOW,,,0,0,OFFICE(S),90.34,120,10840.8
17/09/2019,630231,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",64C1 CHURCH ROAD,GREYSTONES/DELGANY,CO. WICKLOW,,,0,1,OFFICE(S),67.25,90,6052.5
17/09/2019,2195862,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",LOCAL NO/MAP REF: 13/22A,KILMACULLAGH,NEWCASTLE UPPER,RATHDRUM CO. WICKLOW,,0,0,OFFICE(S),50.03,80,4002.4
17/09/2019,2207483,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",1 B CHURCH ROAD,GREYSTONES/DELGANY,CO. WICKLOW,,,0,1,OFFICE(S),160.15,90,14413.5
,,,,,,,,,,,,1,OFFICE(S),1,2882.7,2882.7
09/11/2022,5025407,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), ",1st floor,THE BURNABY BUILDINGS,CHURCH ROAD,CO. WICKLOW,,0,1,OFFICE(S),93.73,90,8435.7
25/11/2022,5025382,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), ",WESTGATE,DELGANY,CO. WICKLOW,,,0,0,OFFICE(S),16.15,80,1292
09/11/2022,5025409,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), ",2nd Floor,The Burnaby Buildings,Church Rd,Greystones,Co. Wicklow,0,2,OFFICE(S),36,63,2268
04/11/2022,5026879,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (3RD GENERATION), ",Mill Road,"Arklow,",Co. Wicklow,,,0,0,OFFICE(S),490.6,90,44154
,,,,,,,,,,,,1,OFFICE(S),701,90,63090
,,,,,,,,,,,,2,OFFICE(S),704.26,90,63383.4
,,,,,,,,,,,,0,CAR SPACES (NO. OF),90,150,13500
19/12/2022,5026877,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), ","13 PARKLANDS OFFICE PARK,",SOUTHERN CROSS ROAD,BRAY,CO. WICKLOW,,0,0,OFFICE(S),58.04,90,5223.6
,,,,,,,,,,,,1,OFFICE(S),19.49,63,1227.87
17/09/2019,2162528,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",8B.9.10/2 ABBEY STREET,WICKLOW,CO. WICKLOW,,,0,1,OFFICE(S),30.77,70,2153.9
22/10/2021,5021096,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), NO USE SELECTED","Unit 4, 1st Floor,",1C Wexford Road,Arklow,Co. Wicklow,,0,1,OFFICE(S),67.45,70,4721.5
,,,,,,,,,,,,1,OFFICE(S),-3.7,0,0
17/09/2019,627197,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -",LOCAL NO/MAP REF: 56C,BLESSINGTON,BALTINGLASS 1 CO. WICKLOW,,,0,0,OFFICE(S),47,80,3760
,,,,,,,,,,,,1,OFFICE(S),31,56,1736
17/09/2019,627247,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -",LOCAL NO/MAP REF: 56/G,BLESSINGTON,BALTINGLASS 1 CO. WICKLOW,,,0,0,OFFICE(S),30.55,80,2444
17/09/2019,627254,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",LOCAL NO/MAP REF: 11/6,BLESSINGTON,BALTINGLASS 1 CO. WICKLOW,,,0,1,OFFICE(S),16,60,960
,,,,,,,,,,,,1,OFFICE(S),1,240,240
